disease,subtype,species,population,source,external_id,occurred_at,admin_level_1,admin_level_2,admin_level_3,latitude,longitude,cases,deaths,susceptible,distance_km,relevance_score,priority
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-r52o6,2026-04-17,Lubelskie,Lubartów,Lubartów (rural),51.374382,22.53982,1.0,1.0,,1199.84,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-dvzee,2026-04-17,Lubelskie,Lubartów,Ostrów Lubelski,51.448475,22.802886,1.0,1.0,,1219.75,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-q2pqm,2026-04-17,Lubelskie,Lublin,Głusk,51.13159,22.643846,8.0,8.0,,1198.58,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-i7nsb,2026-04-17,Lubelskie,Łęczna,Łęczna,51.343565,22.868194,3.0,3.0,,1220.48,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-0u8fw,2026-04-17,Mazowieckie,Przysucha,Borkowice,51.287515,20.65625,1.0,1.0,,1073.5,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-6pwez,2026-04-17,Warmińsko-Mazurskie,Pisz,Orzysz,53.857822,21.921249,1.0,1.0,,1277.68,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-58qn8,2026-04-17,Świętokrzyskie,Ostrowiec,Kunów,51.042895,21.33823,2.0,2.0,,1108.76,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-29m8m,2026-04-17,Piemonte,Asti,Bubbio,44.624826,8.29534,1.0,1.0,,266.56,,
HPAI(NON-P) in Wild Birds,H5N1,Rissa tridactyla,wild,adis,FR-HPAI(NON-P)-2026-j09ee,2026-04-17,Pas-de-Calais,,,50.723775,1.591002,4.0,4.0,,599.65,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,ES-ASF-2026-2uqi4,2026-04-17,Cataluña,BARCELONA,VALLES OCCIDENTAL (SABADEL),41.535451,2.067308,1.0,1.0,,738.45,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,DE-HPAI(NON-P)-2026-nqnai,2026-04-17,Bayern,Straubing-Bogen,Schwarzach,48.84,12.78,1.0,1.0,,449.67,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,DE-HPAI(NON-P)-2026-6ke86,2026-04-17,Bayern,Straubing-Bogen,Straßkirchen,48.882,12.742,1.0,1.0,,449.24,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-kv3cj,2026-04-17,Bayern,Straubing-Bogen,Aiterhofen,48.89,12.7,1.0,1.0,,446.9,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,MD-ASF-2026-wtbgq,2026-04-17,Leova,,,46.617964,28.243644,1.0,,,1579.25,,
HPAI(NON-P) in Wild Birds,H5N1,Buteo buteo,wild,adis,DE-HPAI(NON-P)-2026-m7nlv,2026-04-17,Bayern,Bamberg,Baunach,50.004,10.87,1.0,1.0,,423.13,,
HPAI(NON-P) in Wild Birds,H5N1,Buteo buteo,wild,adis,DE-HPAI(NON-P)-2026-fuf11,2026-04-17,Bayern,Bamberg,Baunach,50.004,10.87,1.0,1.0,,423.13,,
Rabies virus (Inf. with),RABV,Dogs,,adis,MD-RABIES-2026-sjqtw,2026-04-17,Nisporeni,,,47.189375,27.986741,1.0,1.0,,1551.33,,
HPAI(NON-P) in Wild Birds,H5N1,Anserinae (unidentified),wild,adis,DE-HPAI(NON-P)-2026-5q3k0,2026-04-17,Nordrhein-Westfalen,Rhein-Sieg-Kreis,Alfter,50.679,7.01,1.0,1.0,,416.1,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep/goats (mixed herd),,adis,GR-FMD-2026-1y50q,2026-04-17,Lesvos,Lesvos,,39.144449,26.017103,55.0,0.0,100.0,1734.35,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,FI-HPAI(NON-P)-2026-gihtd,2026-04-17,Lounais-Suomen aluehallintovirasto,Varsinais-Suomi,Kemiönsaari,59.817171,22.319001,1.0,1.0,,1729.37,,
HPAI(NON-P) in Wild Birds,H5N1,Accipiter gentilis,wild,adis,NO-HPAI(NON-P)-2026-yjaic,2026-04-17,Vestfold,Sandefjord,,59.18509,10.17428,1.0,1.0,,1372.56,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-ho1q1,2026-04-17,Lesvos,Lesvos,,39.261327,26.131841,26.0,0.0,67.0,1734.76,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-eihev,2026-04-17,Lesvos,Lesvos,,39.251979,26.174422,54.0,0.0,113.0,1738.35,,
Rabies virus (Inf. with),RABV,Cats,,adis,RO-RABIES-2026-nd3mx,2026-04-17,Maramureș,Sisesti,,47.605254,23.718101,,,2.0,1227.4,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-1tcrl,2026-04-17,Lesvos,Lesvos,,39.244089,26.160506,87.0,0.0,335.0,1737.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-2ny2v,2026-04-17,Szabolcs-Szatmár-Bereg,Nyírbátor,,47.835597,22.200789,1.0,1.0,,1113.26,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-45w6d,2026-04-17,Lesvos,Lesvos,,39.256331,26.171692,65.0,0.0,140.0,1737.87,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-d7oyf,2026-04-17,Nordrhein-Westfalen,Herford,Spenge,52.17,8.52,1.0,1.0,,585.77,,
HPAI(NON-P) in Wild Birds,H5N1,Branta canadensis,wild,adis,DE-HPAI(NON-P)-2026-kitts,2026-04-17,Nordrhein-Westfalen,Mönchengladbach,Mönchengladbach,51.13,6.42,1.0,1.0,,471.0,,
Rabies virus (Inf. with),RABV,Cattle,,adis,RO-RABIES-2026-bhnbl,2026-04-17,Neamț,Brusturi,,47.316884,26.37282,1.0,1.0,56.0,1428.71,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-rkl4o,2026-04-17,Utenos,Zarasų,,55.553842,26.125657,3.0,3.0,,1605.79,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ryqr0,2026-04-17,Šiauliai,Pakruojo,,56.199315,24.035572,5.0,5.0,,1533.08,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-33032,2026-04-17,Šiauliai,Pakruojo,,56.196224,24.030356,5.0,5.0,,1532.61,,
HPAI(NON-P) in Wild Birds,H5N1,Branta canadensis,wild,adis,DE-HPAI(NON-P)-2026-09hus,2026-04-17,Nordrhein-Westfalen,Herford,Enger,52.13,8.54,1.0,1.0,,581.56,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-mowaf,2026-04-17,Nordrhein-Westfalen,Warendorf,Beelen,51.92,8.15,1.0,1.0,,555.18,,
HPAI(NON-P) in Wild Birds,H5N1,Buteo buteo,wild,adis,DE-HPAI(NON-P)-2026-rj3f8,2026-04-17,Nordrhein-Westfalen,Warendorf,Warendorf,51.95,8.06,1.0,1.0,,557.95,,
HPAI(NON-P) in Wild Birds,H5N1,Branta leucopsis,wild,adis,DE-HPAI(NON-P)-2026-vkn2t,2026-04-17,Niedersachsen,Wesermarsch,Brake (Unterweser),53.31,8.47,1.0,1.0,,711.15,,
HPAI(NON-P) in Wild Birds,H5N1,Accipitridae (incognita),wild,adis,DE-HPAI(NON-P)-2026-k194n,2026-04-17,Niedersachsen,Lüneburg,Bardowick,53.32,10.401,1.0,1.0,,738.98,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-b7net,2026-04-17,Lesvos,Lesvos,,39.133829,25.986695,79.0,0.0,250.0,1732.92,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,PL-ND-2026-3kzxm,2026-04-17,Lubuskie,Sulęcin,Krzeszyce,52.600778,15.024879,3400.0,3400.0,3400.0,830.47,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HR-ASF-2026-osrjw,2026-04-17,Osjecko-Baranjska,Kneževi Vinogradi,,45.720255,18.783653,3.0,3.0,,880.18,,
HPAI(NON-P) in Captive Birds,H5N1,Birds,poultry,adis,PL-HPAI(NON-P)-2026-wfvmg,2026-04-17,Lubuskie,Żary,Żary,51.570278,15.116504,11.0,6.0,11.0,756.84,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep/goats (mixed herd),,adis,GR-FMD-2026-fx9sc,2026-04-17,Lesvos,Lesvos,,39.255608,26.143488,81.0,0.0,260.0,1735.95,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-aplej,2026-04-17,Lesvos,Lesvos,,39.248102,26.131621,60.0,0.0,244.0,1735.6,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-w54j6,2026-04-17,Nicosia,,,35.079006,33.424432,18.0,,385.0,2530.06,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-a8e1y,2026-04-17,Larnaca,,,34.883398,33.572644,44.0,,136.0,2554.31,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-q1fwb,2026-04-17,Nicosia,,,35.152916,33.251467,11.0,,12362.0,2512.68,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-19gbb,2026-04-18,Nordrhein-Westfalen,Olpe,Kirchhundem,51.045,8.044,1.0,1.0,,457.64,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-uysix,2026-04-19,Mazowieckie,Żuromin,Bieżuń,52.965071,20.037811,46836.0,0.0,46836.0,1119.42,,
Anthrax,,Buffaloes,,adis,BG-ANTHRAX-2026-cmrcm,2026-04-19,Silistra,Glavinitsa,,43.93357,26.734315,9.0,7.0,28.0,1537.41,,
Newcastle disease virus (Inf. with),,Birds,poultry,adis,DE-ND-2026-v9cc8,2026-04-19,Brandenburg,Märkisch-Oderland,Barnim-Oderbruch,52.74,14.17,100.0,100.0,70000.0,803.73,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-4qo16,2026-04-19,Mazowieckie,Sierpc,Rościszewo,52.921117,19.808852,21552.0,100.0,21552.0,1103.81,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-ke877,2026-04-19,Kujawsko-Pomorskie,Lipno,Lipno (rural),52.77509,19.089248,4275.0,221.0,4275.0,1054.36,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-yf5o6,2026-04-19,Mazowieckie,Mława,Radzanów,52.892221,20.103918,88067.0,33.0,88067.0,1118.99,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-y62ay,2026-04-19,Mazowieckie,Mława,Szreńsk,52.980083,20.153083,104595.0,30.0,104595.0,1126.87,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-pjdjm,2026-04-19,Warmińsko-Mazurskie,Iława,Iława (rural),53.591943,19.605336,5840.0,322.0,5840.0,1134.16,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-hlihq,2026-04-19,Warmińsko-Mazurskie,Iława,Iława (rural),53.577856,19.510807,12370.0,1270.0,12370.0,1128.18,,
West Nile Fever,,Corvus cornix,wild,adis,IT-WNF-2026-gr8g3,2026-04-20,Sardegna,Oristano,Cabras,,,1.0,1.0,1.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-drh3h,2026-04-20,Łódzkie,Piotrków,Rozprza,51.275365,19.81909,1.0,1.0,,1019.17,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,HU-ASF-2026-eygvv,2026-04-20,Komárom-Esztergom,Tata,,47.613113,18.469955,1.0,1.0,,834.07,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-wiusc,2026-04-20,Hamburg,Hamburg,Hamburg,53.58,10.02,1.0,1.0,,759.65,,
HPAI(NON-P) in Wild Birds,H5N1,,wild,adis,NL-HPAI(NON-P)-2026-6ltfh,2026-04-20,Zuid-Holland,Oegstgeest,,52.195103,4.493636,1.0,1.0,,620.98,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-qjl44,2026-04-20,Lubelskie,Radzyń Podlaski,Czemierniki,51.701036,22.656934,5.0,5.0,,1219.32,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-il7a7,2026-04-20,Mazowieckie,Radom,Iłża,51.120149,21.306257,4.0,4.0,,1109.45,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,FR-HPAI(NON-P)-2026-srifh,2026-04-20,Charente-Maritime,,,45.857079,-1.059092,1.0,1.0,,663.1,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,ES-ASF-2026-irqph,2026-04-20,Cataluña,BARCELONA,VALLES OCCIDENTAL (SABADEL),41.492488,1.940181,15.0,15.0,,748.31,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-x5t6e,2026-04-20,Baden-Württemberg,Mannheim,Mannheim,49.55,8.5,1.0,1.0,,299.63,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-52l1z,2026-04-20,Nicosia,,,35.151345,33.25223,6.0,,7839.0,2512.85,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-s0hej,2026-04-20,Hessen,Bergstraße,Lautertal (Odenwald),49.7,8.67,1.0,1.0,,319.07,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-m5hpz,2026-04-20,Nordrhein-Westfalen,Siegen-Wittgenstein,Hilchenbach,51.002,8.04,1.0,1.0,,452.85,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-4gz3u,2026-04-20,Lesvos,Lesvos,,39.309838,26.16315,68.0,0.0,110.0,1733.82,,
Foot and mouth disease virus (Inf. with),SAT 1,Cattle,,adis,GR-FMD-2026-bs5fs,2026-04-20,Lesvos,Lesvos,,39.297705,26.197528,0.0,0.0,1.0,1737.01,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-ss4zu,2026-04-20,Nordrhein-Westfalen,Olpe,Kirchhundem,51.03,8.21,1.0,1.0,,457.29,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-xyby9,2026-04-20,Nordrhein-Westfalen,Olpe,Kirchhundem,51.03,8.21,1.0,1.0,,457.29,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-bktws,2026-04-20,Nordrhein-Westfalen,Olpe,Kirchhundem,51.05,8.07,1.0,0.0,,458.37,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-rklzz,2026-04-20,Nordrhein-Westfalen,Olpe,Kirchhundem,51.04,8.07,1.0,1.0,,457.27,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-nuj6t,2026-04-20,Nordrhein-Westfalen,Olpe,Kirchhundem,51.01,8.04,1.0,0.0,,453.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-pey31,2026-04-20,Nordrhein-Westfalen,Olpe,Kirchhundem,51.05,8.07,1.0,0.0,,458.37,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-eu1l5,2026-04-20,Nordrhein-Westfalen,Olpe,Kirchhundem,51.01,8.05,1.0,1.0,,453.81,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-8rn10,2026-04-20,Lesvos,Lesvos,,39.2548,26.196322,90.0,0.0,472.0,1739.7,,
Foot and mouth disease virus (Inf. with),SAT 1,Sheep,,adis,GR-FMD-2026-m1mn4,2026-04-20,Lesvos,Lesvos,,39.271315,26.165008,60.0,0.0,155.0,1736.44,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-3yhcb,2026-04-20,Vilniaus,Ukmergės,,55.442863,24.762892,4.0,4.0,,1525.22,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-q3yzc,2026-04-20,Vilniaus,Ukmergės,,55.449247,24.747152,5.0,5.0,,1524.74,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-ux51g,2026-04-20,Vilniaus,Ukmergės,,55.447579,24.758671,3.0,3.0,,1525.27,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LT-ASF-2026-bmbdb,2026-04-20,Vilniaus,Ukmergės,,55.468234,24.76226,3.0,3.0,,1526.65,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-trl3v,2026-04-20,Hamburg,Hamburg,Hamburg,53.65,10.12,1.0,1.0,,768.88,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-4qxcn,2026-04-20,Hamburg,Hamburg,Hamburg,53.57,10.0,1.0,1.0,,758.23,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-zai0v,2026-04-20,Hamburg,Hamburg,Hamburg,53.57,9.99,1.0,1.0,,758.06,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-3lacp,2026-04-20,Hamburg,Hamburg,Hamburg,53.58,10.0,1.0,1.0,,759.31,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-y6je7,2026-04-20,Hamburg,Hamburg,Hamburg,53.57,9.99,1.0,1.0,,758.06,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-35lb4,2026-04-20,Hamburg,Hamburg,Hamburg,53.57,10.01,1.0,1.0,,758.4,,
HPAI(NON-P) in Wild Birds,H5N1,Anser anser,wild,adis,DE-HPAI(NON-P)-2026-gt2b5,2026-04-20,Hamburg,Hamburg,Hamburg,53.57,10.01,1.0,1.0,,758.4,,
Newcastle disease virus in non-poultry for AHL,,Columbidae (incognita),captive,adis,DE-ND.NON-P-2026-0cj99,2026-04-20,Brandenburg,Prignitz,Perleberg,,,1.0,1.0,113.0,,,
Newcastle disease virus in non-poultry for AHL,,Columbidae (incognita),captive,adis,DE-ND.NON-P-2026-lmuzs,2026-04-20,Brandenburg,Prignitz,Perleberg,,,28.0,2.0,100.0,,,
Newcastle disease virus in non-poultry for AHL,,Columbidae (incognita),captive,adis,DE-ND.NON-P-2026-lh5vs,2026-04-20,Brandenburg,Prignitz,Bad Wilsnack/Weisen,,,38.0,38.0,135.0,,,
HPAI(NON-P) in Wild Birds,H5N1,Larus argentatus,wild,adis,FI-HPAI(NON-P)-2026-fdndo,2026-04-20,Etelä-Suomen aluehallintovirasto,Uusimaa,Kirkkonummi,60.153731,24.617975,1.0,1.0,,1843.8,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,DE-HPAI(P)-2026-qryad,2026-04-20,Bayern,Schwandorf,Oberviechtach,49.45,12.42,51.0,51.0,188.0,461.61,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,AT-HPAI(NON-P)-2026-7d09q,2026-04-20,Niederösterreich,Tulln,Klosterneuburg,48.294529,16.342893,1.0,1.0,,682.89,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,AT-HPAI(NON-P)-2026-tvac6,2026-04-20,Niederösterreich,Tulln,Klosterneuburg,48.290757,16.345824,1.0,1.0,,683.03,,
HPAI(NON-P) in Wild Birds,H5N1,Cygnus olor,wild,adis,AT-HPAI(NON-P)-2026-utnm0,2026-04-20,Wien,Wien,Wien,48.27962,16.359312,2.0,2.0,,683.82,,
HPAI(NON-P) in Wild Birds,H5N1,Branta canadensis,wild,adis,DE-HPAI(NON-P)-2026-tbxln,2026-04-20,Nordrhein-Westfalen,Kleve,Kevelaer,51.58,6.26,1.0,1.0,,522.19,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-fj27m,2026-04-21,Nordrhein-Westfalen,Olpe,Kirchhundem,51.01,8.069,1.0,1.0,,453.94,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-snk52,2026-04-21,Nordrhein-Westfalen,Olpe,Kirchhundem,51.01,8.07,1.0,1.0,,453.95,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-a3352,2026-04-21,Nordrhein-Westfalen,Olpe,Kirchhundem,50.990643,8.051526,1.0,1.0,,451.68,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,DE-ASF-2026-5smoy,2026-04-21,Nordrhein-Westfalen,Olpe,Kirchhundem,51.05,8.07,1.0,1.0,,458.37,,
Mycobacterium tuberculosis complex (Inf. with)(2019-),,Cattle,,adis,FR-MTBC-2026-90vu7,2026-04-21,Calvados,,,,,1.0,,261.0,,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-nxw1d,2026-04-21,Lubuskie,Strzelce-Drezdenko,Strzelce Krajeńskie,52.962654,15.607332,1.0,1.0,,886.62,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-ltt2o,2026-04-21,Liguria,Savona,Piana Crixia,44.517351,8.24867,1.0,0.0,,277.33,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-sxa6w,2026-04-21,Liguria,Savona,Piana Crixia,44.535135,8.255967,1.0,0.0,,275.53,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,IT-ASF-2026-5zdjz,2026-04-21,Liguria,Savona,Piana Crixia,44.525082,8.253287,1.0,1.0,,276.58,,
Rabies virus (Inf. with),RABV,,,adis,TR-RABIES-2026-kkqn2,2026-04-21,MERSİN,ERDEMLİ,,36.63,34.29,9.0,1.0,,2486.53,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-rei4w,2026-04-21,Świętokrzyskie,Starachowice,Brody,50.979536,21.295883,1.0,1.0,,1103.69,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-hleas,2026-04-21,Świętokrzyskie,Opatów,Tarłów,50.973045,21.647009,1.0,1.0,,1126.82,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-p47fq,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Gruta,53.431617,18.911991,9.0,9.0,,1086.66,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-9s0vk,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.429464,18.741936,2.0,2.0,,1077.54,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-phzkv,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Gruta,53.426204,18.88561,5.0,5.0,,1084.9,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-gq0ts,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Radzyń Chełmiński,53.394685,18.807849,1.0,1.0,,1078.68,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-sn6ps,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Gruta,53.467174,18.901523,37.0,37.0,,1088.49,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-6dezv,2026-04-21,Kujawsko-Pomorskie,Grudziądz (City),Grudziądz,53.469492,18.764435,1.0,1.0,,1081.43,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-hr4xc,2026-04-21,Kujawsko-Pomorskie,Grudziądz (City),Grudziądz,53.456848,18.763949,3.0,3.0,,1080.55,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-r9fw4,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.404082,18.781952,1.0,1.0,,1077.94,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-bdgvk,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.417289,18.791453,2.0,2.0,,1079.33,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-y0rrr,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.409929,18.783699,1.0,1.0,,1078.43,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-nesth,2026-04-21,Kujawsko-Pomorskie,Grudziądz,Grudziądz (rural),53.41449,18.790172,1.0,1.0,,1079.07,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-xfa3n,2026-04-21,Zachodniopomorskie,Gryfice,Gryfice,53.941608,15.196645,3.0,3.0,,950.56,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,PL-ASF-2026-h8o7b,2026-04-21,Zachodniopomorskie,Gryfice,Trzebiatów,54.001985,15.256779,7.0,7.0,,958.27,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-1cd0k,2026-04-21,Larnaca,,,34.965568,33.594367,27.0,,675.0,2550.02,,
Foot and mouth disease virus (Inf. with),SAT 1,,,adis,CY-FMD-2026-d6j7i,2026-04-21,Nicosia,,,35.151408,33.252209,10.0,,505.0,2512.84,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-eu042,2026-04-21,Saldus,Pampāļu pagasts,,56.533629,22.041816,1.0,0.0,,1459.04,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-ryzcc,2026-04-21,Tukuma,Sēmes pagasts,,57.072638,23.075382,1.0,0.0,,1545.8,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-7hhay,2026-04-21,Tukuma,Lestenes pagasts,,56.766939,23.102064,1.0,0.0,,1525.41,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-380d4,2026-04-21,Talsu,Valdgales pagasts,,57.276792,22.552383,1.0,0.0,,1536.88,,
A.S.F. in wild boar,,Sus scrofa,wild,adis,LV-ASF-2026-0cxvz,2026-04-21,Tukuma,Slampes pagasts,,56.862877,23.220408,1.0,0.0,,1537.72,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-pd929,2026-04-21,Mazowieckie,Mława,Radzanów,52.889161,20.10332,17282.0,150.0,17282.0,1118.78,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-v4lo1,2026-04-21,Mazowieckie,Mława,Stupsk,52.988373,20.552761,38003.0,116.0,38003.0,1150.3,,
High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Birds,poultry,adis,PL-HPAI(P)-2026-pcpe7,2026-04-21,Mazowieckie,Żuromin,Żuromin,53.065962,19.906849,32426.0,214.0,32426.0,1117.95,,
